word,phonemes
PLANE,P L EY N
EXAMINE,IH G Z AE M IH N
APPLICATION,AE P L AH K EY SH AH N
GAIN,G EY N
FILE,F AY L
BILLION,B IH L Y AH N
IGNORE,IH G N AO R
WELCOME,W EH L K AH M
GOLD,G OW L D
JUMP,JH AH M P
PLANET,P L AE N AH T
LOCATION,L OW K EY SH AH N
BIRD,B ER D
AMAZING,AH M EY Z IH NG
PRINCIPLE,P R IH N S AH P AH L
PROMOTE,P R AH M OW T
SEARCH,S ER CH
NINE,N AY N
ALIVE,AH L AY V
POSSIBILITY,P AA S AH B IH L AH T IY
SKY,S K AY
OTHERWISE,AH DH ER W AY Z
REMIND,R IY M AY N D
HEALTHY,HH EH L TH IY
FIT,F IH T
HORSE,HH AO R S
ADVANTAGE,AE D V AE N T IH JH
COMMERCIAL,K AH M ER SH AH L
STEAL,S T IY L
CONTEXT,K AA N T EH K S T
HIGHLY,HH AY L IY
CHRISTMAS,K R IH S M AH S
MOVE,M UW V
MEAN,M IY N
ALONE,AH L OW N
BEACH,B IY CH
WRITING,R AY T IH NG
MASTER,M AE S T ER
CRY,K R AY
SCALE,S K EY L
RESIDENT,R EH Z IH D AH N T
FOOTBALL,F UH T B AO L
SWEET,S W IY T
FAILURE,F EY L Y ER
REPORTER,R IH P AO R T ER
COMMIT,K AH M IH T
FIGHT,F AY T
VISION,V IH ZH AH N
FUNCTION,F AH NG K SH AH N
TRULY,T R UW L IY
SICK,S IH K
CHINESE,CH AY N IY Z
CONNECTION,K AH N EH K SH AH N
CAMP,K AE M P
STONE,S T OW N
KEY,K IY
TRUCK,T R AH K
AFTERNOON,AE F T ER N UW N
RESPONSIBLE,R IY S P AA N S AH B AH L
SECRETARY,S EH K R AH T EH R IY
APPARENTLY,AH P EH R AH N T L IY
SMART,S M AA R T
SOUTHERN,S AH DH ER N
TOTALLY,T OW T AH L IY
COLLECT,K AH L EH K T
BURN,B ER N
LEARNING,L ER N IH NG
WAKE,W EY K
CONTRIBUTE,K AH N T R IH B Y UW T
RIDE,R AY D
BRITISH,B R IH T IH SH
FOLLOWING,F AA L OW IH NG
ORDER,AO R D ER
SHARE,SH EH R
NEWSPAPER,N UW Z P EY P ER
FOUNDATION,F AW N D EY SH AH N
VARIETY,V ER AY AH T IY
PERSPECTIVE,P ER S P EH K T IH V
PRESENCE,P R EH Z AH N S
STARE,S T EH R
LESSON,L EH S AH N
LIMIT,L IH M AH T
APPRECIATE,AH P R IY SH IY EY T
COMPLETE,K AH M P L IY T
OBSERVE,AH B Z ER V
CURRENTLY,K ER AH N T L IY
FUN,F AH N
CROWD,K R AW D
ATTACK,AH T AE K
APARTMENT,AH P AA R T M AH N T
SURVIVE,S ER V AY V
GUEST,G EH S T
SOUL,S OW L
PROTECTION,P R AH T EH K SH AH N
INTELLIGENCE,IH N T EH L AH JH AH N S
SOMEWHERE,S AH M W EH R
BORDER,B AO R D ER
TERMS,T ER M Z
LEADERSHIP,L IY D ER SH IH P
CHIEF,CH IY F
ATTITUDE,AE T AH T UW D
START,S T AA R T
UM,AH M
DENY,D IH N AY
WEBSITE,W EH B S AY T
SERIOUSLY,S IH R IY AH S L IY
FIX,F IH K S
NEGATIVE,N EH G AH T IH V
CONNECT,K AH N EH K T
DISTANCE,D IH S T AH N S
RELATION,R IY L EY SH AH N
FLIGHT,F L AY T
DANGEROUS,D EY N JH ER AH S
BOAT,B OW T
ASPECT,AE S P EH K T
GRAB,G R AE B
UNTIL,AH N T IH L
LIKE,L AY K
JANUARY,JH AE N Y UW EH R IY
INDEPENDENT,IH N D IH P EH N D AH N T
VOLUME,V AA L Y UW M
LOTS,L AA T S
FRONT,F R AH N T
ONLINE,AO N L AY N
THEATER,TH IY EY T ER
SPEED,S P IY D
AWARE,AH W EH R
IDENTITY,AY D EH N T AH T IY
DEMAND,D IH M AE N D
EXTRA,EH K S T R AH
CHARGE,CH AA R JH
GUARD,G AA R D
DEMONSTRATE,D EH M AH N S T R EY T
FULLY,F UH L IY
FACILITY,F AH S IH L IH T IY
FARM,F AA R M
MIND,M AY N D
FUN,F AH N
LIGHT,L AY T
LINK,L IH NG K
SHOE,SH UW
INSTITUTE,IH N S T IH T UW T
LIVING,L IH V IH NG
EUROPEAN,Y UH R AH P IY AH N
QUARTER,K W AO R T ER
BASICALLY,B EY S IH K L IY
MULTIPLE,M AH L T AH P AH L
POLL,P OW L
WILD,W AY L D
MEASURE,M EH ZH ER
TWICE,T W AY S
CROSS,K R AO S
BACKGROUND,B AE K G R AW N D
SETTLE,S EH T AH L
WINTER,W IH N T ER
PRESIDENTIAL,P R EH Z IH D EH N SH AH L
FUCK,F AH K
VIEW,V Y UW
DAILY,D EY L IY
SHOP,SH AA P
ABOVE,AH B AH V
DIVISION,D IH V IH ZH AH N
SLOWLY,S L OW L IY
REACTION,R IY AE K SH AH N
INJURY,IH N JH ER IY
GRADE,G R EY D
WOW,W AW
BIRTH,B ER TH
OUTCOME,AW T K AH M
ENEMY,EH N AH M IY
BEING,B IY IH NG
STORM,S T AO R M
SHAPE,SH EY P
BOWL,B OW L
COMMISSION,K AH M IH SH AH N
CAPTAIN,K AE P T AH N
TROOP,T R UW P
FEMALE,F IY M EY L
WOOD,W UH D
WARM,W AO R M
CLEAN,K L IY N
NEIGHBOR,N EY B ER
TINY,T AY N IY
MENTAL,M EH N T AH L
GLAD,G L AE D
FINDING,F AY N D IH NG
LORD,L AO R D
DRIVE,D R AY V
QUIET,K W AY AH T
SPREAD,S P R EH D
BRIGHT,B R AY T
CUT,K AH T
INFLUENCE,IH N F L UW AH N S
KICK,K IH K
ANNUAL,AE N Y UW AH L
WAVE,W EY V
TRADITION,T R AH D IH SH AH N
THREATEN,TH R EH T AH N
PRIMARY,P R AY M EH R IY
STRANGE,S T R EY N JH
ACTOR,AE K T ER
BLAME,B L EY M
ACTIVE,AE K T IH V
CAT,K AE T
DEPEND,D IH P EH N D
BUS,B AH S
AFFAIR,AH F EH R
CONTACT,K AA N T AE K T
CATEGORY,K AE T AH G AO R IY
TOPIC,T AA P IH K
VICTORY,V IH K T AH R IY
MAP,M AE P
EGG,EH G
EXPRESSION,IH K S P R EH SH AH N
PAST,P AE S T
SESSION,S EH SH AH N
COMPETITION,K AA M P AH T IH SH AH N
POSSIBLY,P AA S AH B L IY
TECHNIQUE,T EH K N IY K
MINE,M AY N
INTEND,IH N T EH N D
IMPOSSIBLE,IH M P AA S AH B AH L
MORAL,M AO R AH L
ACADEMIC,AE K AH D EH M IH K
WINE,W AY N
APPROACH,AH P R OW CH
SOMEHOW,S AH M HH AW
GATHER,G AE DH ER
SCIENTIFIC,S AY AH N T IH F IH K
AFRICAN,AE F R IH K AA N
COOK,K UH K
PARTICIPATE,P AA R T IH S AH P EY T
GAY,G EY
YOUTH,Y UW TH
DRESS,D R EH S
STRAIGHT,S T R EY T
WEATHER,W EH DH ER
RECOMMEND,R EH K AH M EH N D
MEDICINE,M EH D AH S AH N
NOVEL,N AA V AH L
OBVIOUS,AA B V IY AH S
EXCHANGE,IH K S CH EY N JH
EXPLORE,IH K S P L AO R
EXTEND,IH K S T EH N D
BAY,B EY
INVITE,IH N V AY T
TIE,T AY
AH,AA
BELONG,B IH L AO NG
OBTAIN,AH B T EY N
BROAD,B R AO D
CONCLUSION,K AH N K L UW ZH AH N
ASSESSMENT,AH S EH S M AH N T
SMILE,S M AY L
FEATURE,F IY CH ER
CASH,K AE SH
DEFEND,D IH F EH N D
POUND,P AW N D
CORRECT,K ER EH K T
MARRIED,M EH R IY D
PAIR,P EH R
SLIGHTLY,S L AY T L IY
LOAN,L OW N
HALF,HH AE F
SUIT,S UW T
DEMAND,D IH M AE N D
HISTORICAL,HH IH S T AO R IH K AH L
MEANING,M IY N IH NG
ATTEMPT,AH T EH M P T
SUPPLY,S AH P L AY
LIFT,L IH F T
HONEY,HH AH N IY
BONE,B OW N
CONSEQUENCE,K AA N S AH K W AH N S
UNIQUE,Y UW N IY K
REGULATION,R EH G Y AH L EY SH AH N
AWARD,AH W AO R D
BOTTOM,B AA T AH M
FAMILIAR,F AH M IH L Y ER
CLASSROOM,K L AE S R UW M
SEARCH,S ER CH
LONG,L AO NG
LUNCH,L AH N CH
JUDGE,JH AH JH
AD,AE D
DESIRE,D IH Z AY ER
INSTRUCTION,IH N S T R AH K SH AH N
THINKING,TH IH NG K IH NG
TOUR,T UH R
FRENCH,F R EH N CH
MOON,M UW N
SAD,S AE D
DECEMBER,D IH S EH M B ER
CHICKEN,CH IH K AH N
TRAIN,T R EY N
CONSTRUCTION,K AH N S T R AH K SH AH N
LINK,L IH NG K
DESERVE,D IH Z ER V
FAMOUS,F EY M AH S
INTERVENTION,IH N T ER V EH N SH AH N
GRAND,G R AE N D
VISIT,V IH Z IH T
CONFIRM,K AH N F ER M
LUCKY,L AH K IY
INSIST,IH N S IH S T
COAST,K OW S T
PROUD,P R AW D
COVER,K AH V ER
FOURTH,F AO R TH
COP,K AA P
ANGRY,AE NG G R IY
NATIVE,N EY T IH V
BASEBALL,B EY S B AO L
BUT,B AH T
EMAIL,IY M EY L
ACCIDENT,AE K S AH D AH N T
FRONT,F R AH N T
GROWING,G R OW IH NG
STRUGGLE,S T R AH G AH L
EXPAND,IH K S P AE N D
CHIEF,CH IY F
LAUNCH,L AO N CH
TREND,T R EH N D
RING,R IH NG
BREATH,B R EH TH
INCH,IH N CH
NECK,N EH K
CORE,K AO R
TERRIBLE,T EH R AH B AH L
BILLION,B IH L Y AH N
RELATIVELY,R EH L AH T IH V L IY
PRESS,P R EH S
MISS,M IH S
SLOW,S L OW
GENERATE,JH EH N ER EY T
EXTREMELY,IH K S T R IY M L IY
LAST,L AE S T
DRINK,D R IH NG K
FOREVER,F ER EH V ER
DEEP,D IY P
EXCEPT,IH K S EH P T
CHEAP,CH IY P
LITERATURE,L IH T ER AH CH ER
MAYOR,M EY ER
MALE,M EY L
IMPORTANCE,IH M P AO R T AH N S
DANGER,D EY N JH ER
KNEE,N IY
ASS,AE S
CAPTURE,K AE P CH ER
TRAFFIC,T R AE F IH K
FUCKING,F AH K IH NG
OUTSIDE,AW T S AY D
NOW,N AW
TRAIN,T R EY N
PLATE,P L EY T
EQUIPMENT,IH K W IH P M AH N T
SELECT,S AH L EH K T
FILE,F AY L
STUDIO,S T UW D IY OW
EXPENSIVE,IH K S P EH N S IH V
ADOPT,AH D AA P T
LUCK,L AH K
PM,P IY EH M
PANEL,P AE N AH L
CIRCLE,S ER K AH L
CRITIC,K R IH T IH K
SOLVE,S AA L V
BUSY,B IH Z IY
EPISODE,EH P IH S OW D
BACK,B AE K
CHECK,CH EH K
REQUIREMENT,R IH K W AY R M AH N T
POLITICIAN,P AA L AH T IH SH AH N
RAIN,R EY N
COLLEAGUE,K AA L IY G
BEER,B IH R
EXERCISE,EH K S ER S AY Z
TIRED,T AY ER D
DEMOCRACY,D IH M AA K R AH S IY
ULTIMATELY,AH L T AH M AH T L IY
SETTING,S EH T IH NG
HONOR,AA N ER
WORKS,W ER K S
THEME,TH IY M
ISSUE,IH SH UW
MALE,M EY L
CLEAN,K L IY N
POOL,P UW L
COMFORTABLE,K AH M F ER T AH B AH L
INVESTIGATE,IH N V EH S T AH G EY T
USEFUL,Y UW S F AH L
POCKET,P AA K AH T
ENTIRELY,IH N T AY ER L IY
FEAR,F IH R
AFFORD,AH F AO R D
SUGAR,SH UH G ER
TEACHING,T IY CH IH NG
CONSERVATIVE,K AH N S ER V AH T IH V
CHAIRMAN,CH EH R M AH N
ERROR,EH R ER
BRIDGE,B R IH JH
TALL,T AO L
SPECIFICALLY,S P AH S IH F IH K L IY
FLOWER,F L AW ER
THOUGH,DH OW
UNIVERSE,Y UW N AH V ER S
ACKNOWLEDGE,AE K N AA L IH JH
LIMIT,L IH M AH T
CREW,K R UW
LOCATE,L OW K EY T
BALANCE,B AE L AH N S
EQUAL,IY K W AH L
LIP,L IH P
LEAN,L IY N
ZONE,Z OW N
WEDDING,W EH D IH NG
COPY,K AA P IY
SCORE,S K AO R
JOKE,JH OW K
USED,Y UW Z D
CLEAR,K L IH R
BEAR,B EH R
MEAL,M IY L
REVIEW,R IY V Y UW
SIGHT,S AY T
SLEEP,S L IY P
RUSSIAN,R AH SH AH N
DRESS,D R EH S
RELEASE,R IY L IY S
CHALLENGE,CH AE L AH N JH
CAREFUL,K EH R F AH L
GENDER,JH EH N D ER
TAPE,T EY P
OCEAN,OW SH AH N
UNIDENTIFIED,AH N AY D EH N T AH F AY D
HOST,HH OW S T
GRANT,G R AE N T
CIRCUMSTANCE,S ER K AH M S T AE N S
LATE,L EY T
DECLARE,D IH K L EH R
DOMESTIC,D AH M EH S T IH K
TEA,T IY
ORGANIZE,AO R G AH N AY Z
OFFICIAL,AH F IH SH AH L
SURROUND,S ER AW N D
MANNER,M AE N ER
MASSIVE,M AE S IH V
CLOUD,K L AW D
WINNER,W IH N ER
HONEST,AA N AH S T
STANDARD,S T AE N D ER D
PROPOSE,P R AH P OW Z
PLUS,P L AH S
SENTENCE,S EH N T AH N S
APPEARANCE,AH P IH R AH N S
EXCELLENT,EH K S AH L AH N T
CRIMINAL,K R IH M AH N AH L
SALT,S AO L T
BEAUTY,B Y UW T IY
BOTTLE,B AA T AH L
COMPONENT,K AH M P OW N AH N T
UNDER,AH N D ER
FEE,F IY
JEWISH,JH UW IH SH
DRY,D R AY
DANCE,D AE N S
SHIRT,SH ER T
TIP,T IH P
PLASTIC,P L AE S T IH K
INDIAN,IH N D IY AH N
MARK,M AA R K
TOOTH,T UW TH
MEAT,M IY T
STRESS,S T R EH S
ILLEGAL,IH L IY G AH L
SIGNIFICANTLY,S IH G N IH F IH K AH N T L IY
CONSTITUTION,K AA N S T AH T UW SH AH N
DEFINITION,D EH F AH N IH SH AH N
UNCLE,AH NG K AH L
METAL,M EH T AH L
ALBUM,AE L B AH M
SELF,S EH L F
SUPPOSE,S AH P OW Z
INVESTOR,IH N V EH S T ER
FRUIT,F R UW T
HOLY,HH OW L IY
DESK,D EH S K
EASTERN,IY S T ER N
VALLEY,V AE L IY
LARGELY,L AA R JH L IY
ABORTION,AH B AO R SH AH N
CHAPTER,CH AE P T ER
COMMITMENT,K AH M IH T M AH N T
CELEBRATE,S EH L AH B R EY T
ARREST,ER EH S T
DANCE,D AE N S
PRIME,P R AY M
URBAN,ER B AH N
INTERNAL,IH N T ER N AH L
BOTHER,B AA DH ER
PROPOSAL,P R AH P OW Z AH L
SHIFT,SH IH F T
GUILTY,G IH L T IY
WARN,W AO R N
INFLUENCE,IH N F L UW AH N S
WEAK,W IY K
EXCEPT,IH K S EH P T
CATHOLIC,K AE TH L IH K
NOSE,N OW Z
VARIABLE,V EH R IY AH B AH L
CONVENTION,K AH N V EH N SH AH N
JURY,JH UH R IY
ROOT,R UW T
INCIDENT,IH N S AH D AH N T
CLIMB,K L AY M
HEARING,HH IY R IH NG
PAYMENT,P EY M AH N T
BEAR,B EH R
CONCLUDE,K AH N K L UW D
SCREAM,S K R IY M
SURGERY,S ER JH ER IY
SHADOW,SH AE D OW
WITNESS,W IH T N AH S
INCREASINGLY,IH N K R IY S IH NG G L IY
CHEST,CH EH S T
AMENDMENT,AH M EH N D M AH N T
PAINT,P EY N T
COMPLAIN,K AH M P L EY N
EXTENT,IH K S T EH N T
PLEASURE,P L EH ZH ER
NOD,N AA D
SUPER,S UW P ER
TALENT,T AE L AH N T
NECESSARILY,N EH S AH S EH R AH L IY
LIBERAL,L IH B ER AH L
EXPECTATION,EH K S P EH K T EY SH AH N
RIDE,R AY D
ACCUSE,AH K Y UW Z
KNOCK,N AA K
PREVIOUSLY,P R IY V IY AH S L IY
WING,W IH NG
CORPORATION,K AO R P ER EY SH AH N
SECTOR,S EH K T ER
FAT,F AE T
EXPERIMENT,IH K S P EH R AH M AH N T
MATCH,M AE CH
THIN,TH IH N
FARMER,F AA R M ER
RARE,R EH R
CONFIDENCE,K AA N F AH D EH N S
BUNCH,B AH N CH
BET,B EH T
CITE,S AY T
NORTHERN,N AO R DH ER N
SPEAKER,S P IY K ER
BREAST,B R EH S T
CONTRIBUTION,K AA N T R AH B Y UW SH AH N
LEAF,L IY F
CREATIVE,K R IY EY T IH V
HAT,HH AE T
DOUBT,D AW T
PROMISE,P R AA M AH S
PURSUE,P ER S UW
OVERALL,OW V ER AO L
NURSE,N ER S
LONG-TERM,L AO NG T ER M
GENE,JH IY N
WEIRD,W IH R D
HARDLY,HH AA R D L IY
DADDY,D AE D IY
LIST,L IH S T
COMMENT,K AA M EH N T
AID,EY D
VS,V ER S AH Z
INVEST,IH N V EH S T
PERSONALLY,P ER S AH N AH L IY
NOTION,N OW SH AH N
EXPLANATION,EH K S P L AH N EY SH AH N
AIRPORT,EH R P AO R T
CHAIN,CH EY N
EXPOSE,IH K S P OW Z
LOCK,L AA K
CONVINCE,K AH N V IH N S
CHANNEL,CH AE N AH L
CAREFULLY,K EH R F AH L IY
ESTATE,EH S T EY T
INITIAL,IH N IH SH AH L
OFFER,AO F ER
PURCHASE,P ER CH AH S
GUIDE,G AY D
FORTH,F AO R TH
BOND,B AA N D
BIRTHDAY,B ER TH D EY
TRAVEL,T R AE V AH L
PRAY,P R EY
IMPROVEMENT,IH M P R UW V M AH N T
OUGHT,AO T
ESCAPE,IH S K EY P
TRAIL,T R EY L
BROWN,B R AW N
FASHION,F AE SH AH N
SHEET,SH IY T
FUNDING,F AH N D IH NG
MEANWHILE,M IY N W AY L
FAULT,F AO L T
BARELY,B EH R L IY
ELIMINATE,IH L IH M AH N EY T
MOTION,M OW SH AH N
APART,AH P AA R T
COMBINATION,K AA M B AH N EY SH AH N
DESCRIPTION,D IH S K R IH P SH AH N
MIX,M IH K S
SNOW,S N OW
IMPLEMENT,IH M P L AH M AH N T
PRETTY,P R IH T IY
PROPER,P R AA P ER
PART,P AA R T
MARKETING,M AA R K AH T IH NG
APPROVE,AH P R UW V
OTHER,AH DH ER
SLIP,S L IH P
REGIONAL,R IY JH AH N AH L
LACK,L AE K
MUSCLE,M AH S AH L
CONTACT,K AA N T AE K T
RISE,R AY Z
FALSE,F AO L S
LIKELY,L AY K L IY
CREATION,K R IY EY SH AH N
SPENDING,S P EH N D IH NG
INSTRUMENT,IH N S T R AH M AH N T
MASS,M AE S
FAR,F AA R
THICK,TH IH K
KISS,K IH S
INSPIRE,IH N S P AY R
NOISE,N OY Z
YELLOW,Y EH L OW
AIM,EY M
E-MAIL,IY M EY L
CYCLE,S AY K AH L
SIGNAL,S IH G N AH L
APP,AE P
GOLDEN,G OW L D AH N
INFORM,IH N F AO R M
PERCEPTION,P ER S EH P SH AH N
VISITOR,V IH Z IH T ER
CAST,K AE S T
JUDGMENT,JH AH JH M AH N T
MEAN,M IY N
REST,R EH S T
PASS,P AE S
MERELY,M IH R L IY
PRODUCER,P R AH D UW S ER
LIE,L AY
ANALYST,AE N AH L IH S T
ACCOUNT,AH K AW N T
ELECT,IH L EH K T
SMELL,S M EH L
FEMALE,F IY M EY L
LIVING,L IH V IH NG
COMPARISON,K AH M P EH R AH S AH N
HAND,HH AE N D
RATING,R EY T IH NG
CAMPUS,K AE M P AH S
ASSESS,AH S EH S
SOLID,S AA L AH D
BRANCH,B R AE N CH
MAD,M AE D
OPPOSITION,AA P AH Z IH SH AH N
FAST,F AE S T
LAND,L AE N D
HIT,HH IH T
ASIDE,AH S AY D
ATHLETE,AE TH L IY T
OPENING,OW P AH N IH NG
BASKETBALL,B AE S K AH T B AO L
EXISTING,IH G Z IH S T IH NG
REVOLUTION,R EH V AH L UW SH AH N
CLICK,K L IH K
FUCK,F AH K
PLATFORM,P L AE T F AO R M
BEHIND,B IH HH AY N D
FRAME,F R EY M
APPEAL,AH P IY L
QUOTE,K W OW T
POTENTIAL,P AH T EH N SH AH L
STRUGGLE,S T R AH G AH L
BRAND,B R AE N D
LEGISLATION,L EH JH AH S L EY SH AH N
ADDITION,AH D IH SH AH N
LAB,L AE B
OPPOSE,AH P OW Z
ROW,R OW
IMMIGRATION,IH M AH G R EY SH AH N
ASSET,AE S EH T
OBSERVATION,AA B Z ER V EY SH AH N
ONLINE,AO N L AY N
TASTE,T EY S T
DECLINE,D IH K L AY N
ATTRACT,AH T R AE K T
HA,HH AA
HOUSEHOLD,HH AW S HH OW L D
BREATHE,B R IY DH
MIRROR,M IH R ER
PILOT,P AY L AH T
STAND,S T AE N D
MILK,M IH L K
WARNING,W AO R N IH NG
HEAVEN,HH EH V AH N
FLOW,F L OW
QUIT,K W IH T
CALORIE,K AE L AO R IY
SEED,S IY D
VAST,V AE S T
BIKE,B AY K
GERMAN,JH ER M AH N
DRAG,D R AE G
TECHNICAL,T EH K N IH K AH L
DISASTER,D IH Z AE S T ER
DISPLAY,D IH S P L EY
SALE,S EY L
BATHROOM,B AE TH R UW M
SUCCEED,S AH K S IY D
CONSISTENT,K AH N S IH S T AH N T
AGENDA,AH JH EH N D AH
ENFORCEMENT,EH N F AO R S M AH N T
DIET,D AY AH T
MARK,M AA R K
SILENCE,S AY L AH N S
BIBLE,B AY B AH L
QUEEN,K W IY N
DIVIDE,D IH V AY D
EXPENSE,IH K S P EH N S
CREAM,K R IY M
EXPOSURE,IH K S P OW ZH ER
PRIORITY,P R AY AO R AH T IY
SOIL,S OY L
ANGEL,EY N JH AH L
JOURNEY,JH ER N IY
TRUST,T R AH S T
RELEVANT,R EH L AH V AH N T
TANK,T AE NG K
CHEESE,CH IY Z
BEDROOM,B EH D R UW M
TONE,T OW N
SELECTION,S AH L EH K SH AH N
DATE,D EY T
GAP,G AE P
DISAGREE,D IH S AH G R IY
CHARACTERISTIC,K EH R IH K T ER IH S T IH K
PROTEIN,P R OW T IY N
RESOLUTION,R EH Z AH L UW SH AH N
WHOLE,HH OW L
FEWER,F Y UW ER
ENGINEER,EH N JH AH N IH R
DISH,D IH SH
WASTE,W EY S T
PRINT,P R IH N T
DEPRESSION,D IH P R EH SH AH N
DUDE,D UW D
FAT,F AE T
UPPER,AH P ER
WRAP,R AE P
VISUAL,V IH ZH AH W AH L
RUSH,R AH SH
GATE,G EY T
SLOW,S L OW
ENTRY,EH N T R IY
JAPANESE,JH AE P AH N IY Z
GRAY,G R EY
ASSISTANCE,AH S IH S T AH N S
HEIGHT,HH AY T
COMPETE,K AH M P IY T
RULE,R UW L
BENEFIT,B EH N AH F IH T
PHASE,F EY Z
CONSERVATIVE,K AH N S ER V AH T IH V
RECOVER,R IH K AH V ER
CRITICISM,K R IH T IH S IH Z AH M
FACULTY,F AE K AH L T IY
ACHIEVEMENT,AH CH IY V M AH N T
ALCOHOL,AE L K AH HH AA L
THERAPY,TH EH R AH P IY
OFFENSE,AH F EH N S
TOUCH,T AH CH
KILLER,K IH L ER
PERSONALITY,P ER S AH N AE L IH T IY
DEEPLY,D IY P L IY
SOON,S UW N
SUCK,S AH K
TRANSITION,T R AE N Z IH SH AH N
FAIRLY,F EH R L IY
COLUMN,K AA L AH M
WASH,W AA SH
BUTTON,B AH T AH N
OPPONENT,AH P OW N AH N T
POUR,P AO R
IMMIGRANT,IH M AH G R AH N T
FIRST,F ER S T
DISTRIBUTION,D IH S T R AH B Y UW SH AH N
PREGNANT,P R EH G N AH N T
UNABLE,AH N EY B AH L
ALTERNATIVE,AO L T ER N AH T IH V
STOP,S T AA P
VIOLENT,V AY AH L AH N T
PORTION,P AO R SH AH N
ACQUIRE,AH K W AY ER
STRETCH,S T R EH CH
DEFICIT,D EH F AH S AH T
SYMPTOM,S IH M P T AH M
SOLAR,S OW L ER
COMPLAINT,K AH M P L EY N T
CAPABLE,K EY P AH B AH L
ANALYZE,AE N AH L AY Z
SCARED,S K EH R D
SUPPORTER,S AH P AO R T ER
DIG,D IH G
TWENTY,T W EH N T IY
PRETEND,P R IY T EH N D
PHILOSOPHY,F AH L AA S AH F IY
CHILDHOOD,CH AY L D HH UH D
LOWER,L OW ER
WELL,W EH L
OUTSIDE,AW T S AY D
DARK,D AA R K
WEALTH,W EH L TH
WELFARE,W EH L F EH R
POVERTY,P AA V ER T IY
PROSECUTOR,P R AA S IH K Y UW T ER
SPIRITUAL,S P IH R IH CH UW AH L
DOUBLE,D AH B AH L
MASS,M AE S
ISRAELI,IH Z R EY L IY
SHIFT,SH IH F T
BUCK,B AH K
DISPLAY,D IH S P L EY
KNIFE,N AY F
ROUND,R AW N D
TECH,T EH K
DETECTIVE,D IH T EH K T IH V
PACK,P AE K
DISORDER,D IH S AO R D ER
CREATURE,K R IY CH ER
CLOSELY,K L OW S L IY
INDUSTRIAL,IH N D AH S T R IY AH L
HOUSING,HH AW Z IH NG
CHIP,CH IH P
REGARDLESS,R AH G AA R D L AH S
NUMEROUS,N UW M ER AH S
TIE,T AY
RANGE,R EY N JH
COMMAND,K AH M AE N D
SHOOTING,SH UW T IH NG
DOZEN,D AH Z AH N
POP,P AA P
LAYER,L EY ER
BREAD,B R EH D
EXCEPTION,IH K S EH P SH AH N
PASSION,P AE SH AH N
BLOCK,B L AA K
HIGHWAY,HH AY W EY
PURE,P Y UH R
COMMANDER,K AH M AE N D ER
EXTREME,IH K S T R IY M
PUBLICATION,P AH B L IH K EY SH AH N
VICE,V AY S
FELLOW,F EH L OW
WIN,W IH N
MYSTERY,M IH S T ER IY
CHAMPIONSHIP,CH AE M P IY AH N SH IH P
INSTALL,IH N S T AO L
TALE,T EY L
LIBERTY,L IH B ER T IY
HOST,HH OW S T
BENEATH,B IH N IY TH
PASSENGER,P AE S AH N JH ER
PHYSICIAN,F AH Z IH SH AH N
SHARP,SH AA R P
SUBSTANCE,S AH B S T AH N S
ATMOSPHERE,AE T M AH S F IH R
STIR,S T ER
PEPPER,P EH P ER
EMPHASIZE,EH M F AH S AY Z
CABLE,K EY B AH L
SQUARE,S K W EH R
RECIPE,R EH S AH P IY
LOAD,L OW D
VEGETABLE,V EH JH T AH B AH L
ACCOMPLISH,AH K AA M P L IH SH
SILENT,S AY L AH N T
HABIT,HH AE B AH T
TOTAL,T OW T AH L
GAIN,G EY N
TERRITORY,T EH R IH T AO R IY
GIRLFRIEND,G ER L F R EH N D
CONSIST,K AH N S IH S T
STRAIGHT,S T R EY T
SURELY,SH UH R L IY
PROOF,P R UW F
NERVOUS,N ER V AH S
IMMEDIATE,IH M IY D IY AH T
PARKING,P AA R K IH NG
SIN,S IH N
RICE,R AY S
ENGINEERING,EH N JH AH N IH R IH NG
ADVANCE,AH D V AE N S
INTERVIEW,IH N T ER V Y UW
BURY,B EH R IY
STILL,S T IH L
CAKE,K EY K
ANONYMOUS,AH N AA N AH M AH S
FLAG,F L AE G
CONTEMPORARY,K AH N T EH M P ER EH R IY
JAIL,JH EY L
RURAL,R UH R AH L
MATCH,M AE CH
COACH,K OW CH
INTERPRETATION,IH N T ER P R IH T EY SH AH N
WAGE,W EY JH
BREAKFAST,B R EH K F AH S T
SEVERE,S AH V IH R
PROFILE,P R OW F AY L
SAVING,S EY V IH NG
BRIEF,B R IY F
ADJUST,AH JH AH S T
REDUCTION,R IH D AH K SH AH N
CONSTANTLY,K AA N S T AH N T L IY
ASSIST,AH S IH S T
BITCH,B IH CH
CONSTANT,K AA N S T AH N T
PRIMARILY,P R AY M EH R AH L IY
SHOUT,SH AW T
ACADEMY,AH K AE D AH M IY
TEASPOON,T IY S P UW N
DREAM,D R IY M
COUNT,K AW N T
SWEAR,S W EH R
AVENUE,AE V AH N UW
PRIEST,P R IY S T
WASTE,W EY S T
OWE,OW
GRASS,G R AE S
ETHNIC,EH TH N IH K
SCHOLAR,S K AA L ER
ABANDON,AH B AE N D AH N
PRACTICAL,P R AE K T IH K AH L
INFECTION,IH N F EH K SH AH N
MUSICAL,M Y UW Z IH K AH L
SUGGESTION,S AH JH EH S CH AH N
SMOKE,S M OW K
PRINCE,P R IH N S
